ENS,symbol
ENSMUSG00000062580,Timm17a
ENSMUSG00000048096,Lmod1
ENSMUSG00000041889,Shisa4
ENSMUSG00000041879,Ipo9
ENSMUSG00000009418,Nav1
ENSMUSG00000026421,Csrp1
ENSMUSG00000041801,Phlda3
ENSMUSG00000026418,Tnni1
ENSMUSG00000041782,Lad1
ENSMUSG00000026414,Tnnt2
ENSMUSG00000026413,Pkp1
ENSMUSG00000051985,Igfn1
ENSMUSG00000026411,Tmem9
ENSMUSG00000097918,Ascl5
ENSMUSG00000026407,Cacna1s
ENSMUSG00000041642,Kif21b
ENSMUSG00000087230,Mroh3
ENSMUSG00000041605,Inava
ENSMUSG00000052759,Gpr25
ENSMUSG00000041570,Camsap2
ENSMUSG00000026404,Ddx59
ENSMUSG00000041498,Kif14
ENSMUSG00000041483,Zfp281
ENSMUSG00000026398,Nr5a2
ENSMUSG00000026395,Ptprc
ENSMUSG00000026394,Atp6v1g3
ENSMUSG00000026393,Nek7
ENSMUSG00000019230,Lhx9
ENSMUSG00000079283,2310009B15Rik
ENSMUSG00000056268,Dennd1b
ENSMUSG00000063681,Crb1
ENSMUSG00000033964,Zbtb41
ENSMUSG00000033952,Aspm
ENSMUSG00000026368,F13b
ENSMUSG00000057037,Cfhr1
ENSMUSG00000070594,Gm4788
ENSMUSG00000033898,Cfhr2
ENSMUSG00000026365,Cfh
ENSMUSG00000052726,Kcnt2
ENSMUSG00000026361,Cdc73
ENSMUSG00000033849,B3galt2
ENSMUSG00000018196,Glrx2
ENSMUSG00000018199,Ro60
ENSMUSG00000018189,Uchl5
ENSMUSG00000026360,Rgs2
ENSMUSG00000051079,Rgs13
ENSMUSG00000026358,Rgs1
ENSMUSG00000098509,Rgs21
ENSMUSG00000026357,Rgs18
ENSMUSG00000035131,Brinp3
ENSMUSG00000056220,Pla2g4a
ENSMUSG00000032487,Ptgs2
ENSMUSG00000006007,Pdc
ENSMUSG00000006010,Odr4
ENSMUSG00000006005,Tpr
ENSMUSG00000006014,Prg4
ENSMUSG00000066842,Hmcn1
ENSMUSG00000114212,Gm47985
ENSMUSG00000114943,Gm8947
ENSMUSG00000114694,Gm47995
ENSMUSG00000114582,3110040M04Rik
ENSMUSG00000114591,Gm47996
ENSMUSG00000023150,Ivns1abp
ENSMUSG00000052748,Swt1
ENSMUSG00000053286,Trmt1l
ENSMUSG00000026484,Rnf2
ENSMUSG00000026483,Fam129a
ENSMUSG00000043019,Edem3
ENSMUSG00000032666,1700025G04Rik
ENSMUSG00000014980,Tsen15
ENSMUSG00000032649,Colgalt2
ENSMUSG00000026482,Rgl1
ENSMUSG00000055547,Apobec4
ENSMUSG00000008475,Arpc5
ENSMUSG00000026480,Ncf2
ENSMUSG00000042772,Smg7
ENSMUSG00000042751,Nmnat2
ENSMUSG00000026479,Lamc2
ENSMUSG00000026478,Lamc1
ENSMUSG00000042708,Shcbp1l
ENSMUSG00000042699,Dhx9
ENSMUSG00000042684,Npl
ENSMUSG00000042671,Rgs8
ENSMUSG00000026475,Rgs16
ENSMUSG00000066800,Rnasel
ENSMUSG00000042641,Rgsl1
ENSMUSG00000045968,Teddm2
ENSMUSG00000043282,Teddm1b
ENSMUSG00000047053,Teddm1a
ENSMUSG00000026473,Glul
ENSMUSG00000066797,Zfp648
ENSMUSG00000004110,Cacna1e
ENSMUSG00000056708,Ier5
ENSMUSG00000026471,Mr1
ENSMUSG00000026470,Stx6
ENSMUSG00000033722,BC034090
ENSMUSG00000026469,Xpr1
ENSMUSG00000033701,Acbd6
ENSMUSG00000026468,Lhx4
ENSMUSG00000033684,Qsox1
ENSMUSG00000033671,Cep350
ENSMUSG00000026466,Tor1aip1
ENSMUSG00000050565,Tor1aip2
ENSMUSG00000015484,Fam163a
ENSMUSG00000060985,Tdrd5
ENSMUSG00000026602,Nphs2
ENSMUSG00000026601,Axdnd1
ENSMUSG00000078193,Gm2000
ENSMUSG00000026600,Soat1
ENSMUSG00000026596,Abl2
ENSMUSG00000060519,Tor3a
ENSMUSG00000033557,Fam20b
ENSMUSG00000026594,Ralgps2
ENSMUSG00000033544,Angptl1
ENSMUSG00000026592,Tex35
ENSMUSG00000070565,Rasal2
ENSMUSG00000033488,Cryzl2
ENSMUSG00000026589,Sec16b
ENSMUSG00000004031,Brinp2
ENSMUSG00000026587,Astn1
ENSMUSG00000073530,Pappa2
ENSMUSG00000040782,Cop1
ENSMUSG00000015829,Tnr
ENSMUSG00000090394,4930523C07Rik
ENSMUSG00000026725,Tnn
ENSMUSG00000058267,Mrps14
ENSMUSG00000014226,Cacybp
ENSMUSG00000026721,Rabgap1l
ENSMUSG00000118401,Gpr52
ENSMUSG00000040423,Rc3h1
ENSMUSG00000026715,Serpinc1
ENSMUSG00000043467,Zbtb37
ENSMUSG00000026709,Dars2
ENSMUSG00000026708,Cenpl
ENSMUSG00000026705,Klhl20
ENSMUSG00000044835,Ankrd45
ENSMUSG00000049160,Tex50
ENSMUSG00000026701,Prdx6
ENSMUSG00000026700,Tnfsf4
ENSMUSG00000066755,Tnfsf18
ENSMUSG00000000817,Fasl
ENSMUSG00000040297,Suco
ENSMUSG00000086277,4930558K02Rik
ENSMUSG00000026698,Pigc
ENSMUSG00000040265,Dnm3
ENSMUSG00000026694,Eef1aknmt
ENSMUSG00000026696,Vamp4
ENSMUSG00000026697,Myoc
ENSMUSG00000091060,Myocos
ENSMUSG00000040225,Prrc2c
ENSMUSG00000026692,Fmo4
ENSMUSG00000040181,Fmo1
ENSMUSG00000040170,Fmo2
ENSMUSG00000095576,Fmo6
ENSMUSG00000026691,Fmo3
ENSMUSG00000071890,Mroh9
ENSMUSG00000026586,Prrx1
ENSMUSG00000040124,Gorab
ENSMUSG00000040113,Mettl11b
ENSMUSG00000026585,Kifap3
ENSMUSG00000026584,Scyl3
ENSMUSG00000041406,BC055324
ENSMUSG00000041396,Mettl18
ENSMUSG00000026582,Sele
ENSMUSG00000026581,Sell
ENSMUSG00000026580,Selp
ENSMUSG00000026579,F5
ENSMUSG00000040918,Slc19a2
ENSMUSG00000026578,Ccdc181
ENSMUSG00000026577,Blzf1
ENSMUSG00000026575,Nme7
ENSMUSG00000026576,Atp1b1
ENSMUSG00000026574,Dpt
ENSMUSG00000026573,Xcl1
ENSMUSG00000026572,Tbx19
ENSMUSG00000040848,Sft2d2
ENSMUSG00000040843,Tiprl
ENSMUSG00000040836,Gpr161
ENSMUSG00000026571,Dcaf6
ENSMUSG00000026568,Mpc2
ENSMUSG00000026567,Adcy10
ENSMUSG00000026566,Mpzl1
ENSMUSG00000040723,Rcsd1
ENSMUSG00000040713,Creg1
ENSMUSG00000005763,Cd247
ENSMUSG00000026565,Pou2f1
ENSMUSG00000026564,Dusp27
ENSMUSG00000000544,Gpa33
ENSMUSG00000040629,Mael
ENSMUSG00000040612,Ildr2
ENSMUSG00000026563,Tada1
ENSMUSG00000040596,Pogk
ENSMUSG00000086056,Gm4846
ENSMUSG00000051081,Gm4847
ENSMUSG00000026560,Fmo9
ENSMUSG00000060568,Fam78b
ENSMUSG00000026558,Uck2
ENSMUSG00000052428,Tmco1
ENSMUSG00000026687,Aldh9a1
ENSMUSG00000026688,Mgst3
ENSMUSG00000040485,Lrrc52
ENSMUSG00000015843,Rxrg
ENSMUSG00000026686,Lmx1a
ENSMUSG00000052534,Pbx1
ENSMUSG00000026683,Nuf2
ENSMUSG00000026678,Rgs5
ENSMUSG00000038530,Rgs4
ENSMUSG00000070532,Ccdc190
ENSMUSG00000026675,Hsd17b7
ENSMUSG00000026674,Ddr2
ENSMUSG00000026670,Uap1
ENSMUSG00000026667,Uhmk1
ENSMUSG00000073494,Sh2d1b2
ENSMUSG00000102418,Sh2d1b1
ENSMUSG00000102752,Gm7694
ENSMUSG00000038473,Nos1ap
ENSMUSG00000042800,Spata46
ENSMUSG00000038463,Olfml2b
ENSMUSG00000026663,Atf6
ENSMUSG00000026659,Dusp12
ENSMUSG00000096968,Gm26620
ENSMUSG00000070524,Fcrlb
ENSMUSG00000038421,Fcrla
ENSMUSG00000026656,Fcgr2b
ENSMUSG00000059089,Fcgr4
ENSMUSG00000059498,Fcgr3
ENSMUSG00000026649,Cfap126
ENSMUSG00000058076,Sdhc
ENSMUSG00000056569,Mpz
ENSMUSG00000038370,Pcp4l1
ENSMUSG00000005677,Nr1i3
ENSMUSG00000005674,Tomm40l
ENSMUSG00000005681,Apoa2
ENSMUSG00000058715,Fcer1g
ENSMUSG00000013593,Ndufs2
ENSMUSG00000006403,Adamts4
ENSMUSG00000052423,B4galt3
ENSMUSG00000062729,Ppox
ENSMUSG00000053483,Usp21
ENSMUSG00000062963,Ufc1
ENSMUSG00000013973,Dedd
ENSMUSG00000013997,Nit1
ENSMUSG00000006412,Pfdn2
ENSMUSG00000045259,Klhdc9
ENSMUSG00000006411,Nectin4
ENSMUSG00000048865,Arhgap30
ENSMUSG00000026641,Usf1
ENSMUSG00000103711,Tstd1
ENSMUSG00000038235,F11r
ENSMUSG00000060244,Alyref2
ENSMUSG00000038209,Itln1
ENSMUSG00000004709,Cd244a
ENSMUSG00000004707,Ly9
ENSMUSG00000038179,Slamf7
ENSMUSG00000015355,Cd48
ENSMUSG00000015316,Slamf1
ENSMUSG00000038147,Cd84
ENSMUSG00000073492,Gm10521
ENSMUSG00000015314,Slamf6
ENSMUSG00000026556,Vangl2
ENSMUSG00000051251,Nhlh1
ENSMUSG00000003458,Ncstn
ENSMUSG00000026553,Copa
ENSMUSG00000003464,Pex19
ENSMUSG00000026554,Dcaf8
ENSMUSG00000013698,Pea15a
ENSMUSG00000007122,Casq1
ENSMUSG00000007107,Atp1a4
ENSMUSG00000038034,Igsf8
ENSMUSG00000007097,Atp1a2
ENSMUSG00000038026,Kcnj9
ENSMUSG00000044708,Kcnj10
ENSMUSG00000050229,Pigm
ENSMUSG00000026548,Slamf9
ENSMUSG00000037995,Igsf9
ENSMUSG00000026547,Tagln2
ENSMUSG00000026546,Cfap45
ENSMUSG00000049598,Vsig8
ENSMUSG00000053318,Slamf8
ENSMUSG00000070504,Fcrl6
ENSMUSG00000026544,Dusp23
ENSMUSG00000037942,Crp
ENSMUSG00000026542,Apcs
ENSMUSG00000037924,Olfr16
ENSMUSG00000062527,Olfr1408
ENSMUSG00000058981,Olfr1406
ENSMUSG00000046643,Olfr218
ENSMUSG00000049456,Olfr1404
ENSMUSG00000005339,Fcer1a
ENSMUSG00000049605,Olfr418
ENSMUSG00000079180,Mptx2
ENSMUSG00000037872,Ackr1
ENSMUSG00000005338,Cadm3
ENSMUSG00000037860,Aim2
ENSMUSG00000037849,Ifi206
ENSMUSG00000070501,Ifi214
ENSMUSG00000073491,Ifi213
ENSMUSG00000043263,Ifi209
ENSMUSG00000066677,Ifi208
ENSMUSG00000073490,Ifi207
ENSMUSG00000073489,Ifi204
ENSMUSG00000090272,Mndal
ENSMUSG00000026536,Ifi211
ENSMUSG00000039997,Ifi203
ENSMUSG00000026535,Ifi202b
ENSMUSG00000054203,Ifi205
ENSMUSG00000045381,Olfr433
ENSMUSG00000047048,Olfr432
ENSMUSG00000050134,Olfr430
ENSMUSG00000049528,Olfr429
ENSMUSG00000059371,Olfr427
ENSMUSG00000046486,Olfr231
ENSMUSG00000051528,Olfr424
ENSMUSG00000055033,Olfr420
ENSMUSG00000026532,Spta1
ENSMUSG00000050788,Olfr419
ENSMUSG00000026531,Mptx1
ENSMUSG00000066672,Olfr417
ENSMUSG00000059503,Olfr248
ENSMUSG00000051509,Olfr414
ENSMUSG00000066671,Olfr220
ENSMUSG00000028354,Fmn2
ENSMUSG00000050069,Grem2
ENSMUSG00000026527,Rgs7
ENSMUSG00000026526,Fh1
ENSMUSG00000039783,Kmo
ENSMUSG00000026525,Opn3
ENSMUSG00000078185,Chml
ENSMUSG00000026523,Wdr64
ENSMUSG00000039748,Exo1
ENSMUSG00000104158,Gm38100
ENSMUSG00000055214,Pld5
ENSMUSG00000078184,Rbm8a2
ENSMUSG00000057335,Cep170
ENSMUSG00000026504,Sdccag8
ENSMUSG00000019699,Akt3
ENSMUSG00000063659,Zbtb18
ENSMUSG00000015962,1700016C15Rik
ENSMUSG00000015961,Adss
ENSMUSG00000102483,Catspere1
ENSMUSG00000091476,Catspere2
ENSMUSG00000026502,Desi2
ENSMUSG00000026500,Cox20
ENSMUSG00000039630,Hnrnpu
ENSMUSG00000026495,Efcab2
ENSMUSG00000026494,Kif26b
ENSMUSG00000055067,Smyd3
ENSMUSG00000026492,Tfb2m
ENSMUSG00000038949,Cnst
ENSMUSG00000038936,Sccpdh
ENSMUSG00000087236,Kif28
ENSMUSG00000026491,Ahctf1
ENSMUSG00000026490,Cdc42bpa
ENSMUSG00000026489,Coq8a
ENSMUSG00000010609,Psen2
ENSMUSG00000038855,Itpkb
ENSMUSG00000053963,Stum
ENSMUSG00000026496,Parp1
ENSMUSG00000058729,Lin9
ENSMUSG00000026497,Mixl1
ENSMUSG00000026499,Acbd3
ENSMUSG00000060743,H3f3a
ENSMUSG00000038806,Sde2
ENSMUSG00000066652,Lefty2
ENSMUSG00000026520,Pycr2
ENSMUSG00000038793,Lefty1
ENSMUSG00000026519,Tmem63a
ENSMUSG00000038776,Ephx1
ENSMUSG00000038768,9130409I23Rik
ENSMUSG00000026516,Nvl
ENSMUSG00000062169,Cnih4
ENSMUSG00000038733,Wdr26
ENSMUSG00000026514,Cnih3
ENSMUSG00000050625,Ccdc121
ENSMUSG00000047369,Dnah14
ENSMUSG00000004880,Lbr
ENSMUSG00000022995,Enah
ENSMUSG00000026511,Srp9
ENSMUSG00000091013,Vmn1r1
ENSMUSG00000038633,Degs1
ENSMUSG00000047539,Fbxo28
ENSMUSG00000026510,Trp53bp2
ENSMUSG00000026509,Capn2
ENSMUSG00000038599,Capn8
ENSMUSG00000043429,Ccdc185
ENSMUSG00000038576,Susd4
ENSMUSG00000079164,Tlr5
ENSMUSG00000030768,Disp1
ENSMUSG00000046836,Brox
ENSMUSG00000042901,Aida
ENSMUSG00000056050,Mia3
ENSMUSG00000072258,Taf1a
ENSMUSG00000053461,Hhipl2
ENSMUSG00000039384,Dusp10
ENSMUSG00000044854,1700056E22Rik
ENSMUSG00000039377,Hlx
ENSMUSG00000026621,Mtarc1
ENSMUSG00000073481,Mtarc2
ENSMUSG00000039349,C130074G19Rik
ENSMUSG00000026620,Mark1
ENSMUSG00000039318,Rab3gap2
ENSMUSG00000026618,Iars2
ENSMUSG00000026617,Bpnt1
ENSMUSG00000026615,Eprs
ENSMUSG00000026614,Slc30a10
ENSMUSG00000039246,Lyplal1
ENSMUSG00000039239,Tgfb2
ENSMUSG00000001305,Rrp15
ENSMUSG00000039224,D1Pas1
ENSMUSG00000026611,Spata17
ENSMUSG00000039210,Gpatch2
ENSMUSG00000026610,Esrrg
ENSMUSG00000026609,Ush2a
ENSMUSG00000026608,Kctd3
ENSMUSG00000037624,Kcnk2
ENSMUSG00000026605,Cenpf
ENSMUSG00000026604,Ptpn14
ENSMUSG00000026603,Smyd2
ENSMUSG00000010175,Prox1
ENSMUSG00000089872,Rps6kc1
ENSMUSG00000026634,Angel2
ENSMUSG00000037568,Vash2
ENSMUSG00000066595,Flvcr1
ENSMUSG00000057072,Spata45
ENSMUSG00000026632,Tatdn3
ENSMUSG00000062510,Nsl1
ENSMUSG00000026630,Batf3
ENSMUSG00000091017,Fam71a
ENSMUSG00000026628,Atf3
ENSMUSG00000037499,Nenf
ENSMUSG00000026627,Pacc1
ENSMUSG00000026626,Ppp2r5a
ENSMUSG00000037474,Dtl
ENSMUSG00000037461,Ints7
ENSMUSG00000026623,Lpgat1
ENSMUSG00000026622,Nek2
ENSMUSG00000037434,Slc30a1
ENSMUSG00000049353,Rd3
ENSMUSG00000026637,Traf5
ENSMUSG00000037395,Rcor3
ENSMUSG00000058248,Kcnh1
ENSMUSG00000037375,Hhat
ENSMUSG00000016262,Sertad4
ENSMUSG00000016200,Syt14
ENSMUSG00000016181,Utp25
ENSMUSG00000026638,Irf6
ENSMUSG00000079144,A130010J15Rik
ENSMUSG00000037318,Traf3ip3
ENSMUSG00000026639,Lamb3
ENSMUSG00000016194,Hsd11b1
ENSMUSG00000009633,G0s2
ENSMUSG00000016179,Camk1g
ENSMUSG00000026640,Plxna2
ENSMUSG00000016494,Cd34
ENSMUSG00000016493,Cd46
ENSMUSG00000016481,Cr1l
ENSMUSG00000026616,Cr2
ENSMUSG00000050530,Fam171a1
ENSMUSG00000026643,Nmt2
ENSMUSG00000049950,Rpp38
ENSMUSG00000026644,Acbd7
ENSMUSG00000026645,Olah
ENSMUSG00000026650,Meig1
ENSMUSG00000026648,Dclre1c
ENSMUSG00000026646,Suv39h2
ENSMUSG00000109865,Hspa14
ENSMUSG00000051396,Gm45902
ENSMUSG00000039496,Cdnf
ENSMUSG00000026655,Fam107b
ENSMUSG00000026657,Frmd4a
ENSMUSG00000039449,Prpf18
ENSMUSG00000048186,Bend7
ENSMUSG00000026662,Sephs1
ENSMUSG00000026664,Phyh
ENSMUSG00000026668,Ucma
ENSMUSG00000026669,Mcm10
ENSMUSG00000026672,Optn
ENSMUSG00000026676,Ccdc3
ENSMUSG00000039145,Camk1d
ENSMUSG00000039128,Cdc123
ENSMUSG00000025817,Nudt5
ENSMUSG00000056718,Gm13199
ENSMUSG00000025816,Sec61a2
ENSMUSG00000025815,Dhtkd1
ENSMUSG00000043241,Upf2
ENSMUSG00000045319,Proser2
ENSMUSG00000039063,Echdc3
ENSMUSG00000118578,AL845275.1
ENSMUSG00000039046,Usp6nl
ENSMUSG00000002107,Celf2
ENSMUSG00000015619,Gata3
ENSMUSG00000025783,4930412O13Rik
ENSMUSG00000079602,9230102O04Rik
ENSMUSG00000025782,Taf3
ENSMUSG00000025781,Atp5c1
ENSMUSG00000037262,Kin
ENSMUSG00000037254,Itih2
ENSMUSG00000025780,Itih5
ENSMUSG00000061186,Sfmbt2
ENSMUSG00000026778,Prkcq
ENSMUSG00000026773,Pfkfb3
ENSMUSG00000037197,Rbm17
ENSMUSG00000091312,Gm17490
ENSMUSG00000026770,Il2ra
ENSMUSG00000023206,Il15ra
ENSMUSG00000058594,Fbh1
ENSMUSG00000047909,Ankrd16
ENSMUSG00000026768,Itga8
ENSMUSG00000026767,Mindy3
ENSMUSG00000026730,Pter
ENSMUSG00000049630,C1ql3
ENSMUSG00000026727,Rsu1
ENSMUSG00000026726,Cubn
ENSMUSG00000026723,Trdmt1
ENSMUSG00000026728,Vim
ENSMUSG00000003418,St8sia6
ENSMUSG00000063275,Hacd1
ENSMUSG00000026718,Stam
ENSMUSG00000061531,Tmem236
ENSMUSG00000026712,Mrc1
ENSMUSG00000036949,Slc39a12
ENSMUSG00000057914,Cacnb2
ENSMUSG00000026707,Nsun6
ENSMUSG00000017418,Arl5b
ENSMUSG00000075520,Malrd1
ENSMUSG00000026748,Plxdc2
ENSMUSG00000053702,Nebl
ENSMUSG00000062651,H2al2a
ENSMUSG00000054057,A930004D18Rik
ENSMUSG00000054074,Skida1
ENSMUSG00000026743,Mllt10
ENSMUSG00000026740,Dnajc1
ENSMUSG00000051154,Commd3
ENSMUSG00000026739,Bmi1
ENSMUSG00000037708,Spag6
ENSMUSG00000097638,Carlr
ENSMUSG00000026737,Pip4k2a
ENSMUSG00000037683,Armc3
ENSMUSG00000023094,Msrb2
ENSMUSG00000026735,Ptf1a
ENSMUSG00000026734,4921504E06Rik
ENSMUSG00000043415,Otud1
ENSMUSG00000036617,Etl4
ENSMUSG00000036591,Arhgap21
ENSMUSG00000026679,Enkur
ENSMUSG00000048550,Thnsl1
ENSMUSG00000045967,Gpr158
ENSMUSG00000025716,Myo3a
ENSMUSG00000026787,Gad2
ENSMUSG00000026786,Apbb1ip
ENSMUSG00000026784,Pdss1
ENSMUSG00000058835,Abi1
ENSMUSG00000026781,Acbd5
ENSMUSG00000026779,Mastl
ENSMUSG00000026775,Yme1l1
ENSMUSG00000026774,Potegl
ENSMUSG00000069132,Nxph2
ENSMUSG00000026771,Spopl
ENSMUSG00000026986,Hnmt
ENSMUSG00000061809,Tbpl2
ENSMUSG00000026985,Il1f8
ENSMUSG00000044103,Il1f9
ENSMUSG00000026984,Il1f6
ENSMUSG00000026983,Il1f5
ENSMUSG00000046845,Il1f10
ENSMUSG00000026981,Il1rn
ENSMUSG00000026979,Psd4
ENSMUSG00000026976,Pax8
ENSMUSG00000004113,Cacna1b
ENSMUSG00000036893,Ehmt1
ENSMUSG00000026972,Arrdc1
ENSMUSG00000026974,Zmynd19
ENSMUSG00000026975,Dph7
ENSMUSG00000036850,Mrpl41
ENSMUSG00000036833,Pnpla7
ENSMUSG00000006476,Nsmf
ENSMUSG00000036813,Entpd8
ENSMUSG00000036805,Noxa1
ENSMUSG00000078202,Nrarp
ENSMUSG00000059555,Tor4a
ENSMUSG00000013465,Nelfb
ENSMUSG00000036770,Stpg3
ENSMUSG00000026969,Fam166a
ENSMUSG00000036752,Tubb4b
ENSMUSG00000006469,Slc34a3
ENSMUSG00000089953,Rnf224
ENSMUSG00000036731,Cysrt1
ENSMUSG00000044628,Rnf208
ENSMUSG00000115018,Ndor1
ENSMUSG00000006471,Ndor1
ENSMUSG00000115074,Ndor1
ENSMUSG00000078201,Tmem203
ENSMUSG00000048707,Tprn
ENSMUSG00000026966,Ssna1
ENSMUSG00000026965,Anapc2
ENSMUSG00000026963,Tmem210
ENSMUSG00000026961,Lrrc26
ENSMUSG00000026959,Grin1
ENSMUSG00000036646,Man1b1
ENSMUSG00000026958,Dpp7
ENSMUSG00000026956,Uap1l1
ENSMUSG00000026955,Sapcd2
ENSMUSG00000015085,Entpd2
ENSMUSG00000015094,Npdc1
ENSMUSG00000036587,Fut7
ENSMUSG00000026944,Abca2
ENSMUSG00000047617,Paxx
ENSMUSG00000015093,Clic3
ENSMUSG00000015090,Ptgds
ENSMUSG00000026943,Lcn12
ENSMUSG00000015083,C8g
ENSMUSG00000015095,Fbxw5
ENSMUSG00000026942,Traf2
ENSMUSG00000015092,Edf1
ENSMUSG00000026941,Mamdc4
ENSMUSG00000036504,Phpt1
ENSMUSG00000029419,Ajm1
ENSMUSG00000015087,Rabl6
ENSMUSG00000026940,Ccdc183
ENSMUSG00000026939,Tmem141
ENSMUSG00000026938,Fcna
ENSMUSG00000036449,Lcn8
ENSMUSG00000026937,Lcn5
ENSMUSG00000045684,Lcn6
ENSMUSG00000047356,Lcn10
ENSMUSG00000062061,Obp2a
ENSMUSG00000049086,Bmyc
ENSMUSG00000079539,Obp2b
ENSMUSG00000026936,Lcn3
ENSMUSG00000069080,Lcn11
ENSMUSG00000085484,Gm13539
ENSMUSG00000036401,Glt6d1
ENSMUSG00000023210,Lcn9
ENSMUSG00000059625,Sohlh1
ENSMUSG00000058740,Kcnt1
ENSMUSG00000026933,Camsap1
ENSMUSG00000036352,Ubac1
ENSMUSG00000026932,Nacc2
ENSMUSG00000087679,Tmem250-ps
ENSMUSG00000026934,Lhx3
ENSMUSG00000036327,Qsox2
ENSMUSG00000048038,Ccdc187
ENSMUSG00000026930,Gpsm1
ENSMUSG00000075467,Dnlz
ENSMUSG00000026928,Card9
ENSMUSG00000036281,Snapc4
ENSMUSG00000026927,Entr1
ENSMUSG00000026926,Pmpca
ENSMUSG00000026925,Inpp5e
ENSMUSG00000026924,Sec16a
ENSMUSG00000026923,Notch1
ENSMUSG00000026921,Egfl7
ENSMUSG00000092356,Gm20532
ENSMUSG00000026922,Agpat2
ENSMUSG00000036186,Dipk1b
ENSMUSG00000026919,Lcn4
ENSMUSG00000015787,Abo
ENSMUSG00000036160,Surf6
ENSMUSG00000015776,Med22
ENSMUSG00000062647,Rpl7a
ENSMUSG00000015790,Surf1
ENSMUSG00000014873,Surf2
ENSMUSG00000014867,Surf4
ENSMUSG00000049897,Stkld1
ENSMUSG00000052406,Rexo4
ENSMUSG00000014852,Adamts13
ENSMUSG00000015488,Cacfd1
ENSMUSG00000036067,Slc2a6
ENSMUSG00000087364,Gm13398
ENSMUSG00000009214,Mymk
ENSMUSG00000036040,Adamtsl2
ENSMUSG00000009216,Fam163b
ENSMUSG00000000889,Dbh
ENSMUSG00000009614,Sardh
ENSMUSG00000009621,Vav2
ENSMUSG00000109946,Brd3os
ENSMUSG00000026918,Brd3
ENSMUSG00000026917,Wdr5
ENSMUSG00000015846,Rxra
ENSMUSG00000026837,Col5a1
ENSMUSG00000026835,Fcnb
ENSMUSG00000026833,Olfm1
ENSMUSG00000035829,Ppp1r26
ENSMUSG00000026831,1700007K13Rik
ENSMUSG00000035772,Mrps2
ENSMUSG00000026829,Gbgt1
ENSMUSG00000026821,Ralgds
ENSMUSG00000026818,Cel
ENSMUSG00000026816,Gtf3c5
ENSMUSG00000026815,Gfi1b
ENSMUSG00000026812,Tsc1
ENSMUSG00000026809,Spaca9
ENSMUSG00000026807,Ak8
ENSMUSG00000035666,Gtf3c4
ENSMUSG00000026806,Ddx31
ENSMUSG00000026805,Barhl1
ENSMUSG00000079502,Cfap77
ENSMUSG00000026803,Ttf1
ENSMUSG00000043535,Setx
ENSMUSG00000035513,Ntng2
ENSMUSG00000026799,Med27
ENSMUSG00000039844,Rapgef1
ENSMUSG00000079497,Gm13420
ENSMUSG00000075425,Gm13547
ENSMUSG00000039826,Trub2
ENSMUSG00000026798,Coq4
ENSMUSG00000059316,Slc27a4
ENSMUSG00000069020,Urm1
ENSMUSG00000039787,Cercam
ENSMUSG00000026790,Odf2
ENSMUSG00000019715,Gle1
ENSMUSG00000057738,Sptan1
ENSMUSG00000039715,Wdr34
ENSMUSG00000054766,Set
ENSMUSG00000026785,Pkn3
ENSMUSG00000015335,Zdhhc12
ENSMUSG00000039686,Zer1
ENSMUSG00000039678,Tbc1d13
ENSMUSG00000015337,Endog
ENSMUSG00000039660,Spout1
ENSMUSG00000039648,Kyat1
ENSMUSG00000007476,Lrrc8a
ENSMUSG00000099041,Gm28035
ENSMUSG00000079484,Phyhd1
ENSMUSG00000098794,Gm28038
ENSMUSG00000075419,Dolk
ENSMUSG00000052533,Nup188
ENSMUSG00000026860,Sh3glb2
ENSMUSG00000026858,Miga2
ENSMUSG00000026856,Dolpp1
ENSMUSG00000026853,Crat
ENSMUSG00000039515,Ptpa
ENSMUSG00000089762,Ier5l
ENSMUSG00000047363,Cstad
ENSMUSG00000044320,1700001O22Rik
ENSMUSG00000026857,Ntmt1
ENSMUSG00000039483,Asb6
ENSMUSG00000039476,Prrx2
ENSMUSG00000050737,Ptges
ENSMUSG00000026848,Tor1b
ENSMUSG00000026849,Tor1a
ENSMUSG00000026851,BC005624
ENSMUSG00000026854,Usp20
ENSMUSG00000075415,Fnbp1
ENSMUSG00000000194,Gpr107
ENSMUSG00000062661,Ncs1
ENSMUSG00000055632,Hmcn2
ENSMUSG00000076441,Ass1
ENSMUSG00000026843,Fubp3
ENSMUSG00000079466,Prdm12
ENSMUSG00000039356,Exosc2
ENSMUSG00000026842,Abl1
ENSMUSG00000118600,AL929275.1
ENSMUSG00000043102,Qrfp
ENSMUSG00000026841,Fibcd1
ENSMUSG00000026840,Lamc3
ENSMUSG00000001864,Aif1l
ENSMUSG00000001855,Nup214
ENSMUSG00000050592,Fam78a
ENSMUSG00000051373,Plpp7
ENSMUSG00000039262,Prrc2b
ENSMUSG00000039254,Pomt1
ENSMUSG00000002550,Uck1
ENSMUSG00000044627,Swi5
ENSMUSG00000002546,Golga2
ENSMUSG00000026825,Dnm1
ENSMUSG00000039205,Ciz1
ENSMUSG00000039195,1110008P14Rik
ENSMUSG00000026822,Lcn2
ENSMUSG00000026820,Ptges2
ENSMUSG00000026819,Slc25a25
ENSMUSG00000039164,Naif1
ENSMUSG00000039157,Fam102a
ENSMUSG00000026810,Dpm2
ENSMUSG00000046854,Pip5kl1
